k
-0.06979827707959518
-0.06910972487128435
-0.06874332357716526
-0.07034201541240555
-0.06859983672294795
-0.0686605442506224
-0.06888413431068438
-0.06885617167320697
-0.06989610584719053
-0.06208246736369164
