plant_type,avg_percent_loss,seloss_percent
AR,6.789289656053014,0.47149388884135707
CR,6.016013847244759,1.5431309727175877
GM_PC,0.7663025917183264,0.2979060927861428
PC,2.0582047057653985,0.4605160402702897
